order_name	family_name	genus_name	species_name	country	province	geographical_location	exactsite	FID	Shape *	ECO_CODE	ECOREGION	PROV_CODE	PROVINCE	RLM_CODE	REALM	ALT_CODE	ECO_CODE_X	Lat_Zone
Syngnathiformes	Syngnathidae	Corythoichthys	Corythoichthys flavofasciatus	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, patch reef of live corals in lagoon	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Syngnathiformes	Syngnathidae	Corythoichthys	Corythoichthys flavofasciatus	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, patch reef of live corals in lagoon	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Syngnathiformes	Syngnathidae	Corythoichthys	Corythoichthys flavofasciatus	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, patch reef of live corals in lagoon	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Callionymiformes	Callionymidae	Callionymus	Callionymus simplicicornis	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, patch reef of live corals in lagoon	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon ephippium	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Acanthuriformes	Acanthuridae	Naso	Naso lituratus	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Gobiiformes	Gobiidae	Gunnellichthys	Gunnellichthys monostigma	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Blenniiformes	Blenniidae	Petroscirtes	Petroscirtes xestus	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Labriformes	Scaridae	Scarus	Scarus altipinnis	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Blenniiformes	Tripterygiidae	Norfolkia	Norfolkia thomasi	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Blenniiformes	Blenniidae	Enchelyurus		French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Blenniiformes	Tripterygiidae	Norfolkia	Norfolkia thomasi	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Gobiiformes	Gobiidae	Ptereleotris	Ptereleotris monoptera	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Kurtiformes	Apogonidae	Fowleria	Fowleria marmorata	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Gobiiformes	Gobiidae	Ptereleotris	Ptereleotris monoptera	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Gobiiformes	Gobiidae	Ptereleotris	Ptereleotris monoptera	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle reef of live corals and ro	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Ophidiiformes	Bythitidae	Diancistrus	Diancistrus katrineae	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon ephippium	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Perciformes	Mullidae	Parupeneus	Parupeneus cyclostomus	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Spariformes	Lethrinidae	Monotaxis	Monotaxis grandoculis	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Spariformes	Lethrinidae	Monotaxis	Monotaxis heterodon	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Kurtiformes	Apogonidae	Cheilodipterus	Cheilodipterus artus	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Perciformes	Mullidae	Mulloidichthys	Mulloidichthys flavolineatus	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Anguilliformes	Muraenidae	Gymnothorax		French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Anguilliformes	Ophichthidae	Myrophis	Myrophis microchir	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax meleagris	French Polynesia	Leeward Islands	Society Islands	Mopelia Atoll, pinnacle of reef of live corals and	159	Polygon	20161	Society Islands	40	Southeast Polynesia	7	Eastern Indo-Pacific	154	161	Tropical
Acanthuriformes	Acanthuridae	Ctenochaetus	Ctenochaetus flavicauda	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Carangiformes	Carangidae	Selar	Selar crumenophthalmus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Mangareva harbor, Rikitea, ca	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Carangiformes	Carangidae	Selar	Selar crumenophthalmus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Mangareva harbor, Rikitea, ca	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Carangiformes	Carangidae	Caranx	Caranx ignobilis	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Mangareva harbor, Rikitea, ca	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Holocentriformes	Holocentridae	Neoniphon	Neoniphon opercularis	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Ile Mangareva, on fringing re	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Cheilodipterus	Cheilodipterus artus	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Cheilodipterus	Cheilodipterus artus	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Cheilodipterus	Cheilodipterus artus	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Priacanthidae	Priacanthus	Priacanthus hamrur	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Holocentriformes	Holocentridae	Sargocentron	Sargocentron microstoma	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Blenniiformes	Blenniidae	Cirripectes		French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Blenniiformes	Blenniidae	Cirripectes		French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Blenniiformes	Blenniidae	Cirripectes	Cirripectes variolosus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Blenniiformes	Blenniidae	Cirripectes	Cirripectes variolosus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Labroides	Labroides rubrolabiatus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Ophidiiformes	Bythitidae	Brosmophyciops	Brosmophyciops pautzkei	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Ophidiiformes	Bythitidae	Alionematichthys	Alionematichthys piger	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Apogon	Apogon crassiceps	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Apogon	Apogon crassiceps	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Bodianus	Bodianus axillaris	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Tetraodontiformes	Monacanthidae	Pervagor	Pervagor aspricaudus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon mertensii	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Wetmorella	Wetmorella nigropinnata	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Tetraodontiformes	Tetraodontidae	Canthigaster	Canthigaster janthinoptera	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Tetraodontiformes	Tetraodontidae	Canthigaster	Canthigaster janthinoptera	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Cercamia	Cercamia cladara	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Cercamia	Cercamia cladara	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Apogonichthys	Apogonichthys perdix	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Ovalentaria	Pomacentridae	Chromis	Chromis agilis	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon mertensii	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Macropharyngodon	Macropharyngodon meleagris	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Cirrhitidae	Paracirrhites	Paracirrhites arcatus	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Scaridae	Scarus	Scarus longipinnis	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Ovalentaria	Pomacentridae	Chromis	Chromis viridis	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Hemigymnus	Hemigymnus fasciatus	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Pleuronectiformes	Bothidae	Asterorhombus	Asterorhombus filifer	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Cheilodipterus	Cheilodipterus macrodon	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Gobiiformes	Oxudercidae	Gnatholepis	Gnatholepis cauerensis	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Aulopiformes	Synodontidae	Synodus	Synodus dermatogenys	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Gobiiformes	Gobiidae	Pleurosicya	Pleurosicya micheli	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Gobiiformes	Gobiidae	Pleurosicya	Pleurosicya micheli	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Gobiiformes	Gobiidae	Eviota	Eviota infulata	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Gobiiformes	Gobiidae	Eviota	Eviota infulata	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Coris	Coris roseoviridis	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Kouaku Island, on southeast s	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Coris	Coris roseoviridis	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Kouaku Island, on southeast s	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Coris	Coris roseoviridis	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Kouaku Island, on southeast s	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus nigrofuscus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Kouaku Island, on southeast s	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Serranidae	Pseudogramma	Pseudogramma galzini	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Kouaku Island, on southeast s	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Priacanthidae	Priacanthus	Priacanthus hamrur	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Priacanthidae	Priacanthus	Priacanthus hamrur	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon auriga	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon auriga	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Pristiapogon	Pristiapogon exostigma	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Pomacanthidae	Centropyge	Centropyge flavissima	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Cirrhilabrus	Cirrhilabrus scottorum	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Cirrhilabrus	Cirrhilabrus scottorum	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Apogon	Apogon crassiceps	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Holocentriformes	Holocentridae	Sargocentron	Sargocentron tiere	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax fuscomaculatus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Serranidae	Cephalopholis	Cephalopholis urodeta	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon reticulatus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Ovalentaria	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon johnstonianus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Ovalentaria	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon johnstonianus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Tetraodontiformes	Monacanthidae	Cantherhines	Cantherhines dumerilii	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Tarauru-Roa Island, east of M	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Acanthuriformes	Acanthuridae	Zebrasoma	Zebrasoma scopas	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon ephippium	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus nigrofasciatus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus nigrofasciatus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Ostorhinchus	Ostorhinchus taeniophorus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Scorpaeniformes	Scorpaenidae	Parascorpaena	Parascorpaena mossambica	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Gobiesociformes	Gobiesocidae	Lepadichthys	Lepadichthys frenatus	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Holocentriformes	Holocentridae	Sargocentron	Sargocentron tiere	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Holocentriformes	Holocentridae	Myripristis	Myripristis berndti	French Polynesia	Tuamotu-Gambier	Gambier Islands	Gambier Archipelago, Totegegie Island, off souther	110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Ovalentaria	Pomacentridae	Chromis	Chromis pamae	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Pleuronectiformes	Bothidae	Bothus	Bothus pantherinus	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Pleuronectiformes	Bothidae	Bothus	Bothus pantherinus	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Pleuronectiformes	Samaridae	Samariscus	Samariscus triocellatus	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Perciformes	Chaetodontidae	Chaetodon	Chaetodon trifascialis	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Cercamia	Cercamia cladara	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Kurtiformes	Apogonidae	Fowleria	Fowleria vaiulae	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Holocentriformes	Holocentridae	Sargocentron	Sargocentron diadema	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
Labriformes	Labridae	Halichoeres	Halichoeres claudia	French Polynesia	Tuamotu-Gambier	Gambier Islands		110	Polygon	20158	Tuamotus	40	Southeast Polynesia	7	Eastern Indo-Pacific	156	158	Tropical
