"AphiaID_Parasite";"AphiaID_Host"
574127;218207
574127;271843
418956;272038
1575010;273860
849738;1010872
849738;319874
849738;398505
849738;712654
1575044;218199
1575044;218207
574130;126400
574130;218207
574130;218252
574130;273875
574131;217797
574131;276207
574132;218201
574132;218204
574132;218304
574132;218305
1575032;159393
1575032;217940
1575032;217947
1575032;217950
1575032;217952
1575032;218181
1575032;218207
1575019;126400
1575019;217940
1575019;217950
1575019;218207
1575019;218217
1575019;218228
1575019;218252
1575019;273845
1575019;273875
418957;218201
418957;218205
574120;279469
728731;218207
1659643;219874
1659643;276851
1659642;219874
1659642;219890
1659642;276851
349276;159564
128745;126377
128745;159246
128745;159259
128745;272146
349284;218390
349284;273278
349285;212045
349300;218431
349302;218397
237886;126303
349316;218428
349316;282745
516461;218399
516464;217797
516465;218395
516465;218449
516466;218177
516470;281275
418958;212256
349338;126809
357440;126809
729237;218948
729238;158807
729238;159663
729238;218711
135839;126400
135839;212257
767968;126283
767968;159439
728648;212546
109317;126853
109317;159559
726808;126803
726808;126804
726808;126816
726808;127005
726808;127232
726808;218207
726808;218404
726808;302312
593975;219113
593973;219127
593974;277507
734081;345843
728748;345843
418961;345843
418965;159256
728751;159246
734089;105796
734089;126803
734089;345843
734090;345843
734092;217508
734092;218404
728761;127046
734093;126803
728769;159246
728775;345843
728776;345843
1292963;281275
728785;213650
734098;219335
728787;212783
728794;217508
728801;159259
728802;159256
728803;127234
728803;212056
579535;126805
579535;218419
579536;345843
579538;159813
1310413;218403
579541;218430
579541;218434
418969;126816
418969;126818
418969;218438
579545;159564
579546;126803
579546;126816
579546;218438
579548;212045
579548;212055
579548;345843
414390;274702
579552;126804
579552;212045
579552;218385
579552;218386
579552;218391
579552;218397
579552;218404
579552;218414
579552;345843
579555;126816
579555;218438
109155;126804
109155;126816
109155;127234
418971;127005
418972;159564
418972;274711
725915;218404
579562;212056
579562;218110
579566;218395
418973;126803
418973;126804
418973;126816
418973;127006
418973;159646
418973;209217
418973;212056
418973;218384
418973;218391
418973;218396
418973;218397
418973;218404
418973;302312
418973;302432
579571;218102
990605;218434
725264;217964
727325;217964
873851;218419
519064;273485
518010;159259
519223;218397
729387;277037
593994;219885
593994;219890
1313201;219875
593995;220058
593995;220072
593995;276248
593995;280026
419116;303486
727183;303486
727184;303486
727186;218708
419117;303486
727187;218706
727187;218707
727187;218708
727187;273524
727188;303486
727189;218706
727189;218707
727189;218708
729307;218711
729307;280693
989940;282058
827448;212081
827448;218181
827448;218184
827448;218199
827448;218200
827448;218201
827448;218204
827448;218205
827448;218207
827448;218217
827448;218228
827448;218238
827448;218247
827448;218252
827448;218304
827448;273833
827448;273845
827448;273860
827448;278634
419188;218576
108869;217670
108869;277519
419190;158808
989967;159559
863544;212081
863544;218267
989969;218482
863545;212081
1464538;217339
135738;126377
135738;126378
135738;159246
135738;159259
135738;217876
1115840;212056
361478;218361
361478;273765
349547;218206
349550;126818
1056930;219925
349552;159246
349552;217942
349556;218450
349564;276539
357475;278433
357475;278434
349565;158808
349565;159661
349565;159662
349565;159663
349565;159799
349565;276012
349565;278080
349567;127399
349567;154721
349570;282058
349570;303486
135744;278080
349574;281275
135745;219712
349580;282437
349580;282439
349584;219124
349584;219125
349585;218430
349585;276710
362265;127077
362265;218404
362265;273485
362265;398546
356751;126803
349591;212044
349591;212045
349591;212056
357608;126800
357608;126803
357608;126809
357608;126816
357608;218205
357608;218395
357608;218404
357608;218411
357608;218414
357608;218419
357608;282745
349594;126803
349594;218397
349594;401562
549223;127003
349596;218430
349597;212045
349597;212056
135748;126803
135748;218419
135748;278434
357609;218621
357609;277037
559273;218158
135751;126803
135751;218442
135751;276539
1115842;105854
135754;126803
135754;126853
135754;280733
349617;127006
349617;151169
349617;218200
349617;218206
349617;218397
349617;218431
349617;218498
349617;219651
349617;273913
349618;209217
349618;218228
349618;218414
349618;220046
349618;273833
362005;218390
349622;159439
349622;217964
349622;217966
349623;159703
349623;217964
349623;217966
349623;219624
349625;218414
349628;105843
349632;159439
349633;278536
356756;127006
356756;159491
356756;159703
349635;218360
357620;272132
464006;218414
362448;218414
349643;151169
349645;212051
349649;217662
349649;219667
349649;278448
349650;219650
349651;218428
349652;218730
349652;218733
349652;218745
349652;218754
349652;273327
349652;273339
594999;218428
349661;218429
349661;218473
349661;218483
349661;218621
349661;218647
349661;218685
349661;218707
349661;218765
349661;218783
349661;219625
349661;219884
349661;282436
349664;282349
426430;212077
349667;217964
349667;219641
349667;219667
349667;278448
349668;126811
349672;212257
349674;126803
349674;126805
349674;126812
349674;218419
349674;218430
349674;275874
348237;218479
348237;218498
709478;218501
349678;159246
349678;159259
349687;159703
349687;218474
349687;218475
349687;276539
349687;282058
361874;273836
349688;218404
357638;212062
349691;159803
349695;151169
349695;218206
349696;273912
349699;151169
349699;218414
349699;220046
349699;281275
363882;218430
363882;273912
361355;276710
135767;281275
349709;218419
349711;127407
349711;159491
349712;274187
349712;278080
709477;278870
349714;126803
349714;126848
349715;218360
349715;273765
449125;126800
449125;219712
449125;275234
449125;282058
349717;219712
349719;151169
349719;218206
349719;218621
349719;281275
349721;213650
349721;218200
349721;218498
349721;273913
349724;218414
349726;126803
349729;212059
741987;218494
135769;126803
135769;218404
135769;218419
135769;218430
349730;127077
349730;218206
349730;218349
349730;218394
349730;218404
349730;218432
349730;218473
349730;218481
349730;218483
349730;218536
349730;218710
349730;220014
349730;220046
349730;273834
349730;273912
349730;280693
349730;281275
157763;159298
157763;218498
157763;219954
157763;220083
349733;218077
349734;219266
157764;218498
349739;276539
349741;231441
349746;218498
362325;212256
349750;212045
349751;126803
349752;212056
349755;281275
356753;126803
356753;126818
349757;275234
349760;219925
349764;277996
349767;126378
349767;159259
1116232;218689
349776;278080
105355;105792
105355;105796
105355;126809
105355;126816
105355;126853
105355;159803
105355;212061
105355;218182
105355;218199
105355;218200
105355;218206
105355;218216
105355;218304
105355;219954
105355;272132
419280;105800
419280;126812
729323;159439
574149;218956
574149;218998
574149;218999
574149;277106
574149;277280
518320;212077
518320;212079
518325;282203
518326;276790
518328;212063
518328;212081
414475;298238
458984;127004
458984;159646
458984;218228
458984;218434
458984;218438
458984;218661
458984;218691
458984;278122
519035;127006
990215;212049
990564;126803
990565;126803
1054210;127006
1314195;273703
593966;219690
593966;273916
766404;218498
593971;218717
593971;218719
593971;218730
593971;218733
593971;218734
593971;218738
593971;218740
593971;218744
593971;218745
593971;218753
593971;218754
593971;273326
593971;273328
593971;273335
593971;273337
593971;273339
593971;273352
593971;273354
593971;273358
593971;273359
593971;398549
593964;273922
593964;273929
593965;273922
593968;273912
593963;218479
1026206;273912
593969;273912
593970;273912
593967;219690
1314196;276851
1597094;159298
754611;219461
754611;219544
1376441;275874
883036;277830
516940;277829
741813;159559
518961;105788
518961;105793
518961;105796
517104;105793
517104;217339
517104;217341
517106;105792
517105;105793
517107;105792
419239;105792
756982;212081
756987;218621
756991;212213
594247;218479
1429762;1019891
515888;277833
516953;277833
519068;126803
519068;126804
519069;126803
519069;126804
519070;126803
519070;126804
519070;218411
519070;218414
519070;218419
519070;277991
517486;217419
517514;219078
517488;398330
517492;217419
517495;217422
517496;217419
767972;220071
1043794;273703
1043795;212843
1043796;280563
1043797;212971
1043799;273703
1375830;159439
1043800;159289
1043801;218833
1043802;277177
387955;218360
1445786;279037
1043803;277177
1445783;273326
1445783;273358
1445783;276519
1445783;277280
1043804;212854
1043804;212971
1043804;218781
1043804;218833
1043804;280559
1375835;158884
256722;213175
872576;212047
256726;126812
256726;159646
256726;276519
256728;126812
256739;126389
1059031;302432
350033;105854
594259;218539
594259;218548
519055;126378
562232;159259
1445792;281037
411532;279656
414464;279656
990555;218483
1074848;219127
756997;276710
756998;277263
1074849;282439
519081;159646
720320;218442
357830;159500
357830;276256
728862;302432
419025;212256
419025;345843
1353374;221357
350180;218228
350182;212257
727327;218442
744216;218440
744216;218442
729129;277037
518043;219634
518043;219641
518043;219651
746777;218745
746777;219672
746777;219879
746777;219881
746779;303486
1039022;219479
295224;126389
757000;273579
757001;209215
992339;273912
728325;218526
992343;273833
1324029;217670
1324029;273577
1324029;273579
757005;277817
934941;218358
728328;281275
992375;217670
757011;219658
757011;279169
992340;273912
714171;219625
361182;127046
350271;158807
350273;126389
350275;126812
361184;127046
350280;218764
350282;126378
350282;159246
350284;218568
128976;126816
1548513;159378
128979;126303
350291;127077
350292;282210
714170;159559
350293;218661
350293;277825
350297;127046
751645;282433
361185;127046
991154;159378
725989;127077
725989;218349
357909;271750
999721;218691
989215;989371
989216;989371
519073;345843
366407;218621
366407;367285
1025956;159703
728725;220046
728726;281275
834207;219391
834209;219478
834208;280528
367864;159564
367865;159562
105280;105796
516959;105843
729584;273833
574015;151498
109051;159785
109051;367285
992615;159785
1439647;278536
873875;219687
734582;276534
1298225;217545
734583;212546
734583;219925
734583;276553
873883;154721
873850;218385
873850;218419
122922;217594
122922;218647
1439649;218536
873897;218431
988287;218199
873906;217502
734586;280866
1298226;217490
873916;278254
873917;276852
734589;218501
734591;212888
873936;159439
1439650;219144
1439650;219159
1439651;218207
1439651;218228
122938;126803
122938;126805
734595;218494
1439720;219994
734596;218483
874027;151169
1439644;218304
1439644;218305
874031;218496
726809;217495
726809;217508
726809;299452
718403;127036
119502;127036
119503;127036
119504;127036
729585;159646
994182;159785
994182;367285
256745;218205
256752;218206
594917;219091
256775;159646
744017;218442
729653;212546
728338;273833
757029;218658
757030;218657
1367567;282058
757034;218691
729145;212268
105330;105792
105330;105800
105330;126803
508689;105792
518967;217419
728340;127046
728341;127046
728344;220046
722695;218496
728349;127046
728349;218568
720724;127046
518970;217419
389227;271484
562193;105854
119605;1042856
388653;712972
562195;105854
364832;218932
364832;219625
364832;219667
364832;273339
364834;217964
364834;218218
364834;218261
364834;219875
364835;126803
364836;218414
364836;218419
1292636;218481
725770;218708
418950;303486
728906;126378
727331;218711
727331;218712
1379204;219917
767980;218660
767980;219667
767980;219671
767982;126805
594681;277820
767987;218656
767987;277820
728651;126848
767988;127046
419229;127005
419229;159288
419229;159803
419229;281791
767989;218468
767989;401562
767991;212878
767995;212209
767995;212217
767995;218975
767995;273582
767995;273585
767997;221357
1377943;279629
768006;212055
768006;345843
768008;219917
768009;212546
768010;218999
419118;158932
727332;159491
727332;280026
827576;159785
518573;105792
718134;105800
518575;105788
518575;105793
726220;219340
726220;293549
726222;273833
726224;281275
726231;212860
726231;212968
726231;212971
726231;277132
726231;277159
726231;277597
726231;278392
726232;212855
726232;273703
109264;127006
109264;127234
109264;159785
109264;212081
109264;217797
109264;218083
109264;281275
1337144;218934
1337144;398559
419019;158583
419019;158584
740534;218433
726371;212056
1338521;212045
726387;212045
726387;212056
726389;212056
726393;212056
726394;212056
728969;273765
728969;273768
740551;218200
1595782;127036
740556;218207
740556;218253
740556;273845
720798;212045
726400;212045
726401;127234
726403;127234
726406;218711
726407;127234
726410;273768
726414;127234
728986;273768
726416;273765
726416;273768
726419;127234
726421;212045
726421;212056
726421;345843
1292632;127006
729559;126803
351048;105793
109320;271746
726971;280374
109322;280374
419074;271749
419074;282058
726604;212257
419075;218397
1328668;159813
109325;126378
109325;126848
109325;159646
726608;127006
726608;159646
726608;218384
726608;218397
726608;282745
109326;158584
109326;212257
109326;302432
119500;126848
518296;105793
518302;105793
119501;126803
119501;126848
717800;273916
1460948;219668
518635;219665
518635;219668
518635;219673
419230;212256
419232;158807
109132;126812
109132;212081
109132;212085
109132;278634
728652;218568
109133;126371
594712;218536
767610;159803
419234;158807
518350;218206
718253;218183
518374;273860
717970;218199
717968;218181
990474;276710
396125;218944
1044958;212209
1044958;212217
1044958;218948
1044958;218956
1044958;218975
1044958;273577
1044958;273582
756992;212209
756992;273582
727336;220067
1255732;220067
727338;219876
727543;278676
727544;218510
719730;218730
727568;274233
727569;159703
396361;218536
727755;281275
727756;281275
727339;220046
727339;220047
727341;219921
727341;219925
727341;275384
744202;219937
729306;127403
727344;219911
714267;127407
714267;159491
727347;219905
727347;219911
593979;219928
593979;219930
727349;218711
414430;127403
414430;158935
594342;218710
594342;218711
594342;280693
593980;219917
395951;218713
727351;220067
872651;277842
835566;278822
725143;218708
726156;218708
767665;219911
419240;105792
419240;105793
419240;105796
362585;218501
362585;218934
351080;219875
362586;277833
351081;218260
351081;218261
351081;218267
351081;273845
351081;273860
351084;219921
351084;219925
351084;219926
351084;219928
729281;273912
1329308;126853
1363546;126303
1424682;345843
1367572;126803
932904;126853
932904;158584
1339585;126811
1380324;126853
1293823;273860
1363548;126853
1329172;126803
1321281;159803
1552533;272038
109156;299452
579574;217545
1036167;217347
508565;271484
835937;277833
419288;105846
508571;217341
508571;271484
508572;1382143
508575;217341
508575;271484
508576;105854
852997;217419
835939;217422
835939;398330
419289;105846
724200;274702
579576;217508
851547;217502
851547;271878
579587;271878
579587;271893
418974;158584
579582;158584
579583;126303
579583;158583
579583;158584
1320419;127234
579585;217495
579585;217508
1613520;277262
1613514;277271
1613518;277271
1613518;277280
1613517;218951
1613517;277280
1613519;277268
1613519;277271
993676;127046
458959;212045
458960;218565
458963;212047
993674;212045
726591;211773
726591;276027
768026;273765
768026;273768
594683;218360
516563;217429
835772;217378
516591;217378
108967;126848
517194;217422
517198;217422
517199;217422
1514447;1019891
1016512;217424
459017;271484
1016555;217424
123003;126848
123003;217424
518379;218260
518381;218260
518382;218261
518384;218261
518385;218261
448682;218568
729574;159439
1550178;126816
358406;105789
419077;126803
419077;126816
419077;158759
419077;159646
419077;302312
729036;218207
109328;126803
109328;126804
109328;126816
109328;159646
109328;218404
109328;273278
109328;279169
109328;302312
109328;302432
726619;218430
729039;127234
726626;127006
726626;159646
726626;218200
726626;218205
726626;218384
726626;218430
726626;273840
726626;273867
726626;282745
726628;218349
741824;127006
741824;159646
741824;213661
741824;218404
741824;218556
741824;277235
741824;278122
109330;126803
109330;126808
109330;159646
109330;212062
109330;276539
109330;302312
109330;302432
1454133;126808
1454133;159646
1454133;159803
1454133;217966
1454133;218404
419078;126803
364859;159703
1532911;218754
1532911;218760
1532911;218764
1532911;273327
1532911;273353
1532911;273354
1532911;273356
1532911;273358
1532912;218479
835577;217428
1026107;219925
1026107;219928
1026106;275384
1026108;219921
509367;273856
1453571;159439
987539;219642
987539;219658
726693;218442
344854;212062
344854;278870
726697;271749
726699;273278
726700;159439
726701;218431
726705;126805
726705;277820
726705;282084
726706;218482
726706;218650
726708;218621
518446;217422
518447;271484
119426;212081
119426;218576
119426;218689
1333789;273520
1384639;280120
1326005;303486
1326007;303486
419119;218706
419119;218707
419119;303486
727190;218706
727190;218707
727190;218708
727190;273524
727193;218706
727193;218708
727194;218706
727194;218707
727194;218708
1590778;218706
727196;303486
743687;303486
516440;271497
516441;217429
516442;217429
517443;217419
518530;271843
119591;126303
351491;105859
1454458;278536
358473;126816
726565;218650
351538;126803
351538;159256
588511;209215
351547;218206
128826;159703
361243;218206
351610;275981
351613;218397
351619;273913
351626;159256
726634;218565
726637;401562
726640;127234
726640;218200
726640;218206
726640;273845
726640;273860
726640;276528
726642;218434
726647;127234
726652;217667
726654;158884
726655;158884
519164;105792
135807;105788
135807;277833
727852;218483
727852;218497
727852;282012
727853;218473
727853;218474
727853;218490
727853;276528
757158;278634
1548520;127045
717911;218497
717913;218473
717913;218474
717913;218482
717914;218730
717914;218733
717914;218754
717915;218717
717915;218730
717915;218733
717915;218744
717915;218754
717915;273359
717916;218760
717918;218489
717918;218490
518059;218475
717919;218479
717919;218480
717920;218717
717920;218730
717920;218733
717920;218741
717920;218754
717920;218760
717920;276748
717921;218498
717922;218498
717923;218479
717927;218475
717927;218490
717928;218481
717929;218730
717929;218733
717929;218734
717929;218738
717929;218741
717929;218744
717929;218754
717929;273335
717929;273352
717929;276748
717930;218498
396476;218498
518061;218496
746370;218496
1036550;219995
746368;218496
518062;159799
717933;218498
717934;276539
717935;218719
717935;218730
717935;218733
717935;218738
717935;218741
717935;218744
717935;218754
717935;218760
717935;273335
717935;273352
717935;273359
717935;276748
717936;273352
717936;273366
717937;218498
717938;218482
717939;276539
717940;218730
717940;218733
717940;218741
717940;218744
717940;218754
717941;218480
851945;218473
851945;218498
717942;218473
717942;218490
717943;218497
717944;218473
717944;218490
851985;218473
851985;218498
717945;218480
518066;159803
717946;218730
717946;218733
717946;218738
717946;218744
717946;218754
717946;218759
717946;218760
717946;273349
717946;273352
717946;273366
717946;276748
717946;277575
518067;159799
396480;218498
717947;218490
717947;276528
358631;127006
508584;398330
518448;271497
727297;280765
396307;212063
396307;212081
396307;218480
396307;278632
728353;212062
728353;212081
728353;278632
728353;278869
1326793;303486
419301;303486
1023345;218706
1023345;218707
448653;281558
448654;277892
594241;282347
729278;278848
729279;218745
729279;273339
594240;277555
594240;282350
729280;278848
594242;219690
594242;273911
594242;273922
594242;273929
517446;217419
517447;217419
508722;218181
508722;273845
105356;105796
728816;126303
728816;217508
728817;126303
728818;218207
594726;151498
727892;212966
727892;277177
109056;127000
727907;159281
1320558;126803
1338935;126803
519122;126800
119684;159646
1345455;159646
419192;276442
726926;219625
726930;218708
726933;218708
726934;218708
109331;276028
726941;159288
419163;158807
727575;126808
727575;302312
727576;218431
729376;212256
744994;217594
727582;158807
1514432;218535
414408;280374
518072;273912
718256;127044
718256;127045
1467785;219687
518073;219690
518073;273911
518073;273916
518073;273922
734555;281275
993819;218431
734556;281275
993824;159703
725333;276541
727760;276541
726472;218200
726472;218205
726473;273768
726477;217927
726478;218430
726482;218205
726482;218207
726482;273836
726483;273833
419013;158759
109267;742998
722450;220046
419015;151169
419015;212256
1498086;218708
1498089;218708
727210;218706
727210;218708
419043;303486
396279;218706
396279;218708
419307;126803
419307;126804
448765;273836
815469;218429
1512961;126812
448902;273833
419309;159646
850395;218428
519125;126809
728821;278634
728822;127234
1601995;1562040
1601995;218360
1601993;273483
1601990;276528
396255;278433
396256;278434
1606607;105792
1606608;105792
105339;105796
105343;272132
729298;219879
727216;218217
727216;219690
727216;220083
727216;273911
727216;273912
727216;273916
727216;273920
727216;273922
727217;273912
727217;273913
727218;273927
727219;219686
727219;219688
727219;219692
727219;273912
727219;273913
727219;273916
727220;273928
727221;277164
727222;273912
727223;127044
727223;127045
727223;219090
727224;220083
727224;273911
766841;126808
726064;159703
593997;218539
518551;281275
518559;217659
563399;219874
563399;276851
744777;158920
518074;279190
717598;219630
518075;218665
518075;219637
518075;277820
388978;218730
388978;218733
388978;218738
388978;218744
388978;218754
388978;273352
388978;273359
717601;219642
1037070;218584
518079;218730
518079;218733
518080;159378
518081;218730
518081;218733
717603;154721
717604;218934
518084;277826
1384134;220046
1384134;220047
518087;159661
518087;159662
518087;159663
518094;218658
518097;159799
518098;218200
717615;219911
518099;219658
1637147;159378
518102;219634
518102;219641
518102;219651
717620;220083
518106;218207
518106;218228
518106;218305
518106;218621
518106;273836
717622;218200
518112;158932
518112;275874
1637224;158932
1637224;275874
994394;273366
518118;159799
518118;159803
518120;220083
518712;218490
518123;158920
717630;219625
717630;219640
518125;159582
518129;159378
518134;159799
518134;159803
518136;218647
518136;218665
994395;273366
518139;159385
849739;219640
717633;219640
518143;159385
518144;272961
388384;212081
717639;219625
717639;219640
717641;159559
518151;218665
1037091;276057
1649127;220083
518155;218305
518155;220046
518155;273278
518159;158807
1304897;217925
1304897;217928
717650;127234
388386;212081
518164;159385
718290;159799
718290;159803
518168;158932
849740;219630
717651;219905
717651;219909
717651;219911
518169;276052
1297966;218498
518171;219640
1036551;212812
1036551;212817
1036551;219996
717656;220083
717658;219996
717658;278536
717660;159799
717662;276539
717664;159799
717664;159803
717667;159799
717669;159799
717669;159803
717679;218474
717679;218495
717679;278536
717680;276539
717684;276539
1258435;158807
1258435;158808
836150;217428
836160;1019891
836160;217419
836161;217429
419194;159803
884846;212062
757162;212075
757162;212081
1039352;218199
1039352;218201
1039352;218204
1039352;273833
1039352;278634
714373;218304
989944;159786
989944;159803
728354;217530
757167;218496
729588;212257
728356;212071
757169;212075
757169;212081
816421;276539
728358;212062
728358;212063
728358;218207
728358;218480
728358;218490
728358;218576
728358;278634
989945;279148
989935;276534
989981;212075
989936;212075
989936;212081
419195;158808
419195;159646
419195;159786
419195;159799
419195;159803
419195;212062
419195;212075
419195;212081
419195;217925
419195;218199
419195;218238
419195;218473
419195;218475
419195;218479
419195;218480
419195;218482
419195;218483
419195;218490
419195;218497
419195;218498
419195;218920
419195;274187
419195;276519
419195;276539
419195;277057
419195;303486
757174;212081
722536;218565
728360;218482
362405;159564
419053;219668
765675;219668
765676;219641
765677;219665
765677;219668
765677;219671
419055;219630
728846;218204
728847;126803
728847;159646
728847;212062
765685;151498
765688;151498
736392;126378
736392;159288
1349487;303486
736396;276057
726150;272539
744240;279497
1292110;273912
352140;212047
464009;219903
352141;218730
352141;273326
352141;273327
724628;219921
724628;219926
135821;218197
135821;218207
135821;218216
135821;218247
135821;218305
135821;273845
135821;273860
135822;218201
478797;219884
871250;218855
871250;218864
871250;277544
352150;218480
352150;218490
352150;218496
352156;212783
352156;277159
352157;127003
742433;273845
352160;219127
724627;219930
352163;127403
352164;218496
459130;279951
352165;127036
742436;212544
742435;278870
478799;219874
742437;218218
1292111;218576
1036560;276534
478793;219886
478793;219888
478793;219890
352173;218998
135825;219926
1292112;219004
352175;127403
352175;219970
478796;219896
358725;277263
478794;219894
478794;276852
871251;127005
478795;219896
352177;219964
352178;276710
724625;219925
742434;218304
742434;218305
742432;273860
