"AphiaID_Parasite";"AphiaID_Host"
352183;278869
478802;219883
352185;277210
478800;219876
842927;217797
358730;159288
478801;219879
352187;218945
742438;218501
135829;126303
352189;126803
352190;219911
352192;278634
352193;282210
871253;218502
358733;219928
352197;218260
352197;218261
352197;218267
478803;219885
352200;273546
352200;282437
352201;127005
352201;218361
352205;218576
352205;278869
135832;212081
135832;218199
361797;218765
744493;212081
352208;273914
352209;212044
352211;219113
670458;312651
361798;218490
358735;221357
670457;278837
478798;219874
516443;217432
516444;217432
594727;217950
757177;273836
757179;218207
757180;217950
757180;219668
757181;217479
757181;218866
757181;218867
728362;212213
728362;218207
728362;218228
728362;218253
728362;218920
728362;273833
728362;273860
723006;159786
108875;158790
108875;212209
108875;212217
108875;217479
108875;217925
108875;218200
108875;218206
108875;218207
108875;218228
108875;218252
108875;218565
108875;218621
108875;218866
108875;218867
108875;218940
108875;218941
108875;218944
108875;218945
108875;218956
108875;218975
108875;218985
108875;219061
108875;219689
108875;273582
108875;273833
108875;273867
108875;275758
108875;277892
108875;280056
108875;281558
108875;282058
108875;282436
757183;218975
728367;209371
728367;212063
728367;218238
757187;219689
757188;218207
757191;218867
722796;217594
757193;282058
728369;218082
108881;277892
728370;282745
419198;282058
757199;127403
419199;159786
419199;367285
419200;275874
419201;127036
419201;127046
419201;158935
419201;159559
419201;159562
419201;159564
419201;159799
419201;159803
419201;218205
419201;272132
419201;273835
419201;273867
419201;274187
419201;274711
419201;276539
419201;279148
419201;282058
714341;218205
714341;218238
728371;217479
728371;271888
728371;278677
729594;127046
723007;277991
1572173;273484
727547;218536
1572172;218536
1572174;218549
1572174;273492
990526;217469
990526;278677
990525;278676
123015;278676
518449;271484
1044243;272146
109333;127045
109333;159785
726767;218434
109334;126816
109335;159439
109335;159785
352277;218710
1020136;212257
358774;151169
816862;277037
119637;159646
119638;126812
119639;126816
1534618;126989
579593;217508
851541;217502
1302173;217496
934944;278870
518452;105854
1393398;712972
758288;127402
758288;127403
758288;219970
519154;218397
519154;218438
519158;218397
519179;105792
395627;217340
419274;105792
419274;105793
419275;105793
727934;218200
727935;127077
836276;217659
1255530;218430
819526;126371
835578;298792
517499;217419
728018;211787
396261;127044
746803;127045
729511;219665
729511;219668
727996;219668
727997;127045
727997;273927
746805;127045
727998;127044
727998;127045
727998;219687
727998;219688
727998;219692
727998;273911
727998;273912
727998;273913
727007;126371
727007;126853
727013;345843
109357;126811
109357;126816
109357;218404
109357;218438
109357;276539
109357;345843
361362;126803
358826;159288
358827;282058
352373;159562
1549276;217947
1549275;159393
1549274;126400
594684;218536
594306;273484
727248;212062
727248;218536
1314200;273520
418941;159703
418942;158807
418942;159799
574165;218648
574173;276788
574174;275234
992844;1389965
727583;218431
729358;159661
729358;159662
745000;213650
396363;151169
593961;218764
593961;218765
593961;218766
745004;218760
745004;276748
745004;276750
419164;159661
419164;159662
419164;159663
719728;218765
745005;218753
727551;218717
727551;218730
727551;218733
727551;218734
727551;218743
727551;218745
727551;218754
727551;219667
727551;273337
727551;273339
727552;159661
727552;159662
745006;218754
745006;218759
745006;218760
745006;218764
745006;273357
745007;218740
745007;218744
745007;273355
745007;398549
745003;218740
745003;218744
745003;218760
745003;218764
745003;273347
745003;273355
745003;398549
593955;273335
593955;273361
593960;218738
593960;218744
593960;218765
593960;280390
593954;218760
727554;280124
594004;219947
745008;218744
593957;218730
593957;218743
593957;218744
593957;218754
593957;218758
593957;218765
593957;278682
593957;280390
727555;273912
729362;282012
593952;218717
593952;218730
593952;218733
593952;218754
593952;273335
593952;273337
745009;218765
745009;278682
745010;218733
745010;218734
593958;218717
593958;218730
593958;218733
593958;218734
593958;218743
593958;218754
593958;273337
593958;282012
593953;218738
593953;218743
593953;218758
593953;218764
593953;218766
593953;278682
593953;280390
593959;218764
593959;218765
593959;219679
593959;276748
593959;276750
593959;278682
722793;151498
722793;212257
109202;280374
744249;154721
594001;219884
594001;280026
744251;220046
744251;220047
744252;219883
727355;280026
715626;154721
729308;159353
729308;275234
729308;276853
594002;219875
594002;219885
594002;219888
594002;219890
594002;276851
594002;276852
594003;219890
715627;127407
715627;275234
594686;219885
448700;281791
726811;282633
1292509;218710
594720;213175
727020;219630
727024;212257
727027;277132
727027;277159
727027;277162
727027;277164
1658629;212879
1658629;212885
1658629;273703
1658629;282158
727031;280866
109361;159289
109361;212781
109361;212783
109361;212811
109361;212812
109361;212843
109361;212844
109361;212846
109361;212885
109361;212968
109361;212971
109361;212990
109361;218779
109361;273703
109361;273744
109361;276830
109361;276840
109361;277132
109361;277159
109361;277160
109361;277162
109361;277177
109361;277597
109361;278392
109361;278394
109361;278403
109361;279469
109361;282159
727033;219641
1658630;212885
1658630;273912
727034;212256
727036;127045
727036;212885
727036;281558
727040;212888
727040;254879
727040;273339
727043;273912
727043;280866
727044;273833
727044;273912
727045;273911
727045;273912
122868;218200
122868;218206
856640;218260
856640;218261
458974;217670
734559;218384
734559;218434
829119;273833
829119;273860
990464;159353
993641;273912
829129;219881
994807;218433
122880;219954
122880;219962
122880;271860
122881;127077
994502;218499
993635;281275
734567;127046
856641;212049
993904;273765
993904;273768
994814;218360
1600963;217545
347283;218083
352393;217670
352393;218083
729657;218745
729657;273339
729657;273349
734570;127006
726995;212257
729016;218205
727363;218934
727363;273534
352423;105792
361634;217663
362475;218664
362475;277825
352425;217663
352425;218665
352425;218691
352426;218656
352426;218658
352426;218660
352426;218665
352426;277825
352436;212257
1364064;281275
518210;218712
1047731;273912
1047731;273916
718145;159646
729274;303486
729276;218708
729277;218708
1358854;220004
260860;219982
352451;218568
1653054;218429
519146;218397
109297;126816
109300;126816
395646;273520
1384618;218707
594382;280120
727201;218708
1384623;218708
727203;218708
1384626;218706
727205;218706
727205;218707
727205;218708
395629;217422
352501;105789
135833;105792
361665;105788
352492;217339
157780;105792
135834;105793
135834;105800
352495;105793
352495;105795
352498;105788
352498;217339
358889;277833
990463;212050
1337119;105793
1337119;217340
1337119;271320
465174;218753
1337113;209371
1337113;319876
1337113;712648
1337111;712654
1339043;151498
1337345;281275
1451062;1043605
389429;278433
1333729;159289
1333729;212811
1333729;212843
1333729;212854
1333729;212878
1333729;212888
1333729;212971
1333729;218781
1333729;218833
1333729;280565
1337120;217422
1337120;281037
1337120;281931
1337120;281932
1337120;398330
120485;126816
465181;277894
990502;212854
990502;278392
990502;278398
990502;280563
990513;218485
465184;212063
465184;278869
389441;276534
465188;159786
990586;218399
990586;218404
990586;218411
990586;218414
990478;277210
388451;218385
1039854;212045
389431;212209
1333730;212811
1333730;212885
1333730;212971
1333730;218833
1333730;273703
1333730;278392
1333730;278398
1333730;279469
1333730;319876
1333730;712648
727368;218576
727371;218932
727371;273538
727371;273579
105357;272132
518400;218579
518400;278870
414351;273833
518403;218579
518403;278870
518408;218579
729448;127006
728903;127006
720311;212256
727588;218183
720313;218656
720313;218662
720313;219668
720313;219671
720313;277820
419170;158808
727601;218660
419172;275234
419173;158807
727608;218568
727611;212256
722842;209217
745016;218539
727615;218183
419176;159799
419176;302432
720315;218395
720317;218650
720317;218656
518412;273845
518413;273860
1389472;282395
594698;218480
594250;218479
594249;218479
1039920;276710
1039905;277263
517505;217419
517506;217419
109363;159259
109363;159785
727087;273912
109364;159785
727096;219625
109365;159289
109365;212062
109365;212971
109365;212990
109365;217659
109365;218438
109365;218621
109365;218956
109365;219061
109365;219625
109365;219630
109365;219640
109365;273703
109365;276830
109365;277132
109365;277159
109365;277160
109365;277176
109365;277177
109365;277267
109365;277597
109365;279469
109365;282159
468147;151498
726815;212256
726816;401562
741833;217663
726821;219795
726821;219796
726824;213661
726824;213662
726824;278536
726826;127006
726830;218745
726830;218765
726830;273339
726833;126400
726833;159393
726833;218867
1333703;217508
1333703;271746
726840;218361
726842;159439
419079;126848
419079;158759
419079;159559
419079;159562
419079;159564
419079;159803
109339;126283
109339;126303
109339;158583
109339;158584
109339;219689
726844;126848
726844;158884
726844;159646
723014;126283
723014;126303
726847;217509
726847;271843
726857;126816
726857;126848
741838;218496
726861;212055
726862;212081
726866;271893
726867;271843
741840;271843
726869;212062
726869;218158
726869;218218
726869;218496
726872;126371
726873;217502
726873;271893
726874;254879
419080;126371
709545;126805
709545;158759
709545;159439
709545;159440
709545;159564
709545;159646
709545;274187
109341;126803
109341;126804
109341;126816
109341;127006
109341;158759
109341;159439
109341;159646
109341;217966
109341;218083
109341;218730
109341;218745
109341;218762
109341;218932
109341;219795
109341;276539
109341;277820
109341;278448
109341;279148
109341;282084
709546;126371
709546;126848
709546;126853
709546;127006
709546;158884
709546;159288
709546;159439
709546;159646
709546;159803
709546;209217
709546;217670
709546;218404
709546;271749
709546;274187
109342;126283
109342;126303
109342;159559
729156;218206
729156;218218
726882;277519
726885;276207
726889;217495
726889;271893
419081;126803
419081;126804
419081;126816
419081;127005
419081;158759
419081;159288
419081;159564
419081;159646
419081;159662
419081;274711
419081;302312
726895;126805
726895;212081
726895;217495
726895;217667
726895;217925
726895;217927
726895;218102
726895;218158
726895;218207
726895;218360
726895;218650
726895;218656
726895;218662
726895;273278
726895;277820
109344;126283
109344;126303
726907;217508
726911;126371
726913;158884
726915;217663
726916;126803
1379133;218565
726710;126813
726710;159646
726712;218431
726712;280693
726719;159703
726720;219651
726720;219667
726720;219668
726720;219671
726720;219672
726720;219673
726720;219675
726720;219879
109346;127232
726722;282745
726724;273278
726724;282745
109347;159646
109347;218404
109347;218431
109347;218434
109347;273278
109347;345843
726727;127006
726727;218419
726727;218430
726727;218496
726729;217663
726730;159646
594381;219672
594381;219673
594381;219675
726731;127006
741855;218431
726737;218430
388624;127234
388624;212888
388624;218621
388624;273703
726741;218397
414414;159646
414414;218397
726750;218404
726751;217663
729127;212056
109348;218397
726757;219625
727101;219641
727106;159582
727107;218650
727107;218662
727107;277825
594356;273916
594356;273922
727111;217670
727111;219687
768038;159246
768041;272176
768043;273703
1572033;126389
768045;212257
728654;126377
728654;159259
727624;218431
352707;105795
352707;214557
352707;217337
352707;217422
358933;218710
361204;273912
1037378;127036
358937;219932
352717;219896
352718;282058
135773;126853
135774;218665
135774;219625
135774;219683
135774;282349
157782;126803
352724;218183
352724;273836
352724;279147
358944;282439
573892;212544
358946;219668
352727;273912
352727;276056
352733;282200
352740;218205
361323;219687
352744;281275
718866;159439
718866;218940
718866;218941
718866;219634
135777;126848
352749;105792
352756;105792
352756;105843
352762;275798
352766;212549
352768;218218
352768;218261
352768;218267
1116233;219127
352775;282439
352776;398546
348312;273913
352782;127006
364025;218414
727372;218184
727372;218199
727372;218207
727372;218217
727372;218228
727372;218252
727372;218253
727372;273845
727372;273860
727372;277235
744258;273845
744259;218207
744259;218228
744259;218252
1250121;280837
727382;276207
744265;213661
744265;278536
727384;213661
727384;278536
727386;218207
729288;276207
108977;159785
729283;273835
729284;273835
744274;159703
729285;277892
729285;277894
419124;218204
744280;218510
727266;127006
727266;218397
727266;218404
727266;218430
727269;218431
727273;218431
108981;209217
729293;367285
728990;212056
768052;219937
727392;219819
727394;277591
727395;212885
108984;127000
727397;159785
388891;218932
744294;218762
744294;219879
744294;219881
744294;219890
744294;278448
744294;279469
744294;282159
744295;220047
727404;219881
727405;282633
727410;277210
727412;159289
727412;212879
727412;212885
727412;212888
727412;273703
108986;126816
419135;159803
108987;159785
727416;159803
727418;159486
1304858;279469
744291;212885
1304862;212242
1304867;212855
1304867;277597
1304867;278392
727419;280026
1304868;280026
1304864;219257
1304864;219265
1304864;276718
727420;212242
727420;219879
727420;219883
727420;276852
727420;277210
727420;279096
727420;279469
1304859;277575
1304859;277576
1304865;276852
1304860;219879
727421;212971
727421;277132
727421;277177
1304866;282347
1304866;282348
727229;219094
120362;127000
867095;312651
352899;220001
352903;218390
156686;126803
156686;127006
156686;218414
1488293;218430
352910;218199
352910;218201
352910;273840
352910;475102
352915;218431
135993;212081
356556;275803
359119;127006
352931;126803
135996;126377
135996;126378
135996;126812
135996;127006
135996;159256
135996;218360
135996;345843
352957;218691
827058;218390
1048112;218450
359156;212056
359156;218450
352963;218432
352963;218434
352965;218433
352966;151169
352966;218442
352968;218568
352969;282745
352972;218621
356683;126377
356683;159246
356683;159256
356683;272148
356683;275981
352975;218487
352976;218941
352976;218944
352976;277271
352976;278002
352978;278536
352981;212257
352982;159256
352984;126800
352984;217924
352984;218430
352984;218450
356685;159246
356685;159259
356685;213650
356685;217876
352998;217663
356686;126803
356686;218414
356686;218419
1420672;218429
359161;212050
359161;218391
359161;218397
359161;218430
353005;218430
356688;218431
356690;212063
135888;126816
353017;127046
353019;276786
353019;278122
353023;159803
1420679;277058
394483;218218
353031;218566
353031;218568
353032;218360
356698;218706
356699;159703
353036;218487
353037;218621
353040;127046
353040;273768
353041;212056
353043;218706
353043;303486
359164;126371
359164;217663
135892;126377
135892;126378
135892;159256
135892;159259
135892;217876
135892;272148
135892;275981
353049;127046
868436;218411
519147;218576
717688;212077
717690;212077
761957;212081
761958;212081
419017;158807
419017;158808
419017;274187
768062;273765
768062;273768
726007;219921
726007;219925
726007;219928
1541813;220058
1541810;219921
1541807;219921
1541807;219925
726011;127407
726011;277210
1541815;212242
726014;219925
726014;219928
726014;275384
109203;127407
109203;218434
109203;276256
109203;276853
744298;219874
744298;219885
744298;219894
744298;276852
727423;220004
727425;219925
727427;219911
366365;212256
366363;151169
366360;151169
366357;159703
366357;367285
579111;219875
579111;219884
579111;219885
729246;159246
990213;212056
594006;218480
594327;218490
594327;276528
1567847;277825
1606683;105846
518571;105796
518571;217341
826498;220046
448738;212059
448738;218199
448741;277892
888178;271878
745019;281275
519230;218473
519230;218499
729257;127006
740597;127234
742504;219686
742504;273928
741866;218706
741866;218708
742505;127045
741829;218706
741829;218708
594403;219104
594403;219690
594403;273911
594403;273912
594403;273916
594403;273929
728574;212546
728575;219962
1305962;127403
1305962;219970
758294;276539
757224;273278
728375;219819
431794;281788
431794;281791
431795;280916
757230;282159
757231;218490
728376;212257
728376;219046
728376;278122
724397;219874
724397;219875
757234;277262
757235;212062
757235;212081
757235;278632
889294;278364
728380;218475
757237;127046
757239;127046
1116711;218689
1116710;218689
729045;126803
729045;126808
729045;159646
729045;218430
729045;273278
347445;217509
348227;217509
348228;217509
518881;282058
418910;126803
418910;126804
418910;218404
419204;218377
728382;273914
768067;213169
353238;218710
353238;218711
353238;220046
757241;158884
361560;126853
994491;217378
994491;217422
1347260;1019891
508592;217419
726656;218430
726657;218404
119433;127036
518660;218495
119435;127232
518758;218205
419032;127403
419157;127403
419151;158920
419151;158932
419151;275874
419152;158920
765707;159582
765707;219625
765707;219641
419058;303486
1292084;276012
1345449;218492
109349;127234
717773;273483
518667;218536
518667;273483
516519;276190
991866;218429
562216;159646
562216;218434
419000;276539
419001;159799
419001;159803
729432;218490
723766;218479
727770;279310
594699;218539
723768;218510
718291;302432
955681;159385
726520;218205
726524;126816
725772;212062
1322408;281275
353441;217673
353443;217669
353447;217670
353448;158884
353448;217669
353449;217670
1062940;276012
119749;273833
740741;218496
562405;218199
562405;273912
1424443;281275
519260;159803
519260;276539
519260;276541
717707;367242
767870;275874
727772;212811
727772;212843
727772;212855
727772;218218
727772;218267
727772;218760
727772;273326
727772;273353
727772;277157
727772;277177
727772;277267
727772;278392
727772;278403
414415;279656
1255743;218710
109206;126808
109206;159646
109206;282745
726027;126803
726027;159646
519148;218431
518462;105854
518463;1019891
518463;217419
518465;105854
518466;271484
518468;105854
518975;105854
726996;219637
726996;219665
726996;219668
518425;127046
719732;276788
727634;218498
727645;218568
729579;212075
729579;212081
729579;345843
516985;277104
594308;126812
594307;218399
728200;212075
1371717;159803
734114;158584
256836;159256
729319;218710
729320;126377
729320;159703
729321;159703
419136;159661
419136;159662
419136;159663
593988;280391
593990;218711
593990;218712
419137;159703
593991;218710
593991;218711
593991;280693
593992;218711
593989;218710
593989;218711
593989;218712
593989;273845
593989;280391
419138;159661
419138;159703
727429;159703
726505;218711
740580;218710
579591;271893
109158;126303
579590;218207
726758;217495
726758;217508
726758;217545
726759;299452
726760;271843
726761;271843
388654;217428
419085;158759
465136;159289
465136;212879
465047;126812
1014012;217663
727432;281791
727432;281792
419139;274187
834211;278499
834212;278516
758328;313100
1322338;159813
353656;218563
353664;127403
353666;281275
1447914;219668
518234;219673
508555;127004
508555;218468
579601;273860
734115;218260
734115;218261
734115;218267
745950;218199
734117;218260
734117;218261
734118;218260
734118;218261
734118;218267
726546;218430
729021;127006
726547;218430
109309;126816
353679;105792
353679;105796
353679;105800
353680;105795
353681;105800
135816;105788
135816;105792
135816;105793
135816;105796
135816;105800
135816;105843
135816;217337
1602344;279790
353684;105796
353687;105788
727433;159439
727434;159439
727434;217966
574187;275874
574189;127046
574190;218404
574191;154721
419141;154721
574199;276788
518668;276057
518669;159582
518669;211774
518669;211780
518669;212781
518669;212819
518669;212846
518669;212879
518669;218758
518669;218759
518669;218765
518669;219611
518669;219630
518669;219648
518669;219676
518669;219683
518669;219888
518669;219890
518669;220001
518669;272962
518669;273264
518669;275759
518669;276028
518669;276836
518669;277652
518669;278400
518669;278402
518669;278833
518669;278834
518669;278836
518669;278841
518669;278851
518669;712902
518671;273835
518673;126818
518673;127403
518673;159378
518673;159491
518673;159661
518673;159662
518673;159663
518673;159803
518673;218200
518673;218206
518673;218498
518673;219676
518673;219881
518673;275874
518673;276012
518673;276057
518673;276534
135864;126816
757246;218579
757246;278870
934942;218576
727118;217670
727118;218490
1424513;281275
389216;217419
718049;218434
518235;159288
1625091;159288
717708;212885
717709;159289
717709;212885
1625093;159288
518237;212878
518237;212879
518237;212888
518238;159288
1639780;159288
518241;159288
1625087;159288
717710;212879
722545;159246
717873;272132
518985;217378
728029;219679
1479400;219712
396308;218734
727436;218717
727436;218730
727436;218734
727436;218738
727436;218743
727436;218754
727436;273326
727436;273327
727436;273335
727436;273337
727436;273353
727436;273354
727436;276748
727436;282012
396593;218730
727437;218730
727437;273327
727437;273337
729159;212257
594680;218510
818979;209217
757256;277263
594364;278122
1250120;280837
1250119;272218
727283;345843
1313177;281121
1250122;151169
108990;151169
577481;219917
574202;159703
727776;218473
727776;218474
727776;218475
727776;218483
727776;218490
727776;218498
727776;276528
1263556;218473
1263556;218490
726448;218360
726448;273765
726448;273768
726450;273765
726450;273766
726450;273768
1341905;273765
726526;126816
726527;127006
519300;126803
594341;218710
727447;218711
727448;218711
728388;126808
728388;273278
757272;218754
757273;273278
419205;159646
725773;219667
725773;219668
745923;218490
757276;159562
757276;159564
757276;274711
709436;218708
727449;220003
727449;276026
727449;276027
727450;280120
579606;218224
579608;159646
1455126;219875
1455126;219885
850396;273912
871884;218710
726948;273928
726949;273914
768086;277991
1545160;218077
359573;126816
359573;219634
359573;219642
359573;219658
359574;105788
359574;105790
359574;105792
353769;105788
353769;105792
728395;273833
594310;282395
359656;219665
359656;219667
353893;218487
574227;218360
574227;273765
362173;273768
565112;217663
1581982;273912
359672;159646
359672;212045
353903;159259
353903;217876
353903;272148
367925;273912
353908;126377
353908;126378
353908;159246
353908;159259
353908;217876
1343369;218535
359675;127046
359675;281275
353911;219692
128750;212045
128750;282745
728398;218754
728399;220046
757282;127403
727778;277820
519059;159256
353966;279224
1389475;217432
508535;277820
419277;105792
419277;105796
419277;126803
419277;126853
508539;126371
105378;105792
105378;105793
105378;126811
1389476;217432
508544;105795
508550;218053
767683;220046
767686;220046
123025;127005
516480;126371
516480;217663
516480;217664
508602;1042856
727457;218431
727460;280866
727461;218430
727464;277037
727467;282084
727475;280866
744351;218568
727481;280866
1576002;159289
1576002;212854
1576002;212878
1576002;212885
1576002;212971
1576002;218833
1576002;218837
1576002;273703
1576002;277127
1576002;277159
1576002;278392
757291;218349
757292;127005
419208;277991
419208;302432
419209;277991
419210;276539
757297;127232
108894;159785
108894;277991
108894;367285
729596;159288
728404;218656
728405;281275
728407;127234
729603;273912
728414;127234
728417;278250
728418;212257
728418;281275
728419;218158
728419;273833
728422;282058
728422;282084
728425;218650
728432;127234
728434;218083
728439;159439
728439;212843
728439;218228
728439;218711
728439;280693
728439;280863
728439;280866
757307;218691
728445;281275
728446;159288
728447;218498
728449;219795
728449;219796
728450;127046
728454;218052
728455;217667
728456;126371
728456;127403
728456;158884
728456;217460
728456;217578
728456;217663
728456;273768
728458;218650
728458;345843
728459;212232
728468;277892
720110;209268
728471;159646
728472;217659
728472;282437
728472;282633
728475;276862
344929;218621
419086;159803
419086;218706
419086;218707
419086;218708
419086;273520
419086;303486
109351;218708
727484;219651
727484;219688
729334;219667
729334;219668
729334;219671
729334;219879
419221;127402
758298;275384
758300;127402
758300;127403
758301;127403
758302;127402
758302;127403
758302;219964
758303;127403
727693;218384
727693;218431
727702;218431
745020;218431
745020;281275
745030;218397
727682;218389
727682;218397
745032;218401
354072;159288
354072;159353
354072;159661
1507717;276710
359755;127232
359757;159353
751642;219052
354075;218940
354075;218944
354075;218945
354075;218956
354075;218972
354075;218985
354075;218998
354075;218999
354075;273582
354075;275758
354075;277268
354075;277996
516990;277829
396562;277833
396561;277833
757312;212059
757312;212061
757312;212078
1043793;273358
519104;217663
508862;105792
508862;105796
105361;105796
419285;105792
419285;105793
1488917;218621
419286;105792
109255;217378
109253;298238
768093;126331
1337141;218429
719735;218429
1324030;217667
1324030;219886
1324030;273577
1324031;219004
757313;281275
992381;218650
729624;127046
516825;220030
419222;159559
390111;212081
757317;159803
757317;212209
757317;218228
757317;218261
757317;218267
757317;218304
757317;218941
757317;219340
757317;219911
757317;276241
757317;279148
362131;279779
354119;105796
135980;105789
354132;105788
354132;105792
354132;105793
354132;105795
354132;105796
354132;217339
135982;105789
135982;105796
157783;105843
157783;217337
354135;105793
354137;105796
359784;105789
359784;217341
157784;105789
157784;105792
157784;105793
157784;105795
157784;105800
157784;105843
157785;105790
157785;105793
157785;105795
157785;105796
157785;105843
359790;126377
359790;126378
359790;159246
359790;159256
359790;159259
359790;217876
359790;218397
359790;275981
354149;126377
354149;126378
354149;159246
354149;159259
359792;218397
354153;159246
359801;217970
478450;218706
465709;127046
365115;127046
1436546;218503
1420728;217670
991314;159439
720302;218650
720302;218656
720302;218662
720302;218669
720302;218689
720302;219671
720302;277820
720304;218647
720304;277820
508604;105854
508604;217378
419290;217419
729449;218482
729449;218490
419007;159803
419007;276541
729450;218468
388391;218475
729455;218492
729457;218483
729459;282012
745929;127006
729462;159803
729465;212257
729466;218475
729467;218490
725777;126816
725779;126816
725780;126816
725781;126816
725782;218430
725784;126816
419087;345843
1306005;217663
717990;127046
767696;127407
728639;220046
956289;218711
956289;218712
767699;218717
767699;218730
767699;218734
767699;218743
767699;273330
767699;273354
767699;276748
956563;218741
767700;218712
767701;220046
767701;220047
767703;218717
767703;218719
767703;218735
767703;218740
767703;218753
767703;218758
767703;273326
767703;273328
767703;273337
767703;273352
767703;273354
767703;273358
767703;276750
767704;218717
767704;218719
767704;218735
767704;218740
767704;218741
767704;218743
767704;218753
767704;273326
767704;273328
767704;273352
767704;273354
767704;273358
767704;276750
767705;218735
767705;218740
767705;218744
767705;218753
767705;273326
767705;273347
767705;273352
767705;273354
767705;273358
767705;276750
767707;280120
767709;220003
767709;276026
767663;219905
767663;219911
1424410;220001
956287;218711
956287;218712
850387;218738
850386;218744
850386;276748
850386;276750
767711;218431
956290;218710
767650;219905
767650;219911
767712;218752
767712;273352
767712;398549
767715;218717
767715;218730
767715;218734
767715;273352
956288;218711
956288;218712
128831;281275
726341;281275
419282;105846
508714;217356
727230;276026
727230;278837
727231;211793
727231;219335
727231;279093
727231;280124
419088;126803
726779;212264
109352;126378
109352;126803
109352;126804
109352;126816
109352;126848
109352;159288
109352;159646
109352;159803
109352;212062
109352;218182
109352;218360
109352;218404
109352;218430
109352;218434
109352;275234
109352;276539
726795;127234
726797;127234
727789;127234
1567843;218548
1567843;218549
1567843;273489
1450679;273485
1567844;218548
354257;105792
354257;105800
354257;217356
744275;277892
991242;277832
991242;277833
991349;277817
991256;277832
991241;277832
1305969;275243
1305966;127402
1305966;127403
1305966;219970
718122;218496
729388;274233
719738;126812
719738;159646
727650;159646
727652;159646
727652;273278
862579;127045
862579;218535
468151;159703
883026;273878
718994;218712
725261;277817
727303;277817
1358857;280124
1041612;105796
396399;217356
1421593;105788
1421593;105793
1041677;217339
1421601;105788
1421601;105793
1041616;217339
1041680;105792
1041617;105792
1421602;105788
1421602;105793
517008;217347
1041618;105792
1041620;281931
1041620;281932
396398;105800
1041678;105792
1041678;105796
1041678;217339
1041678;217340
517011;217347
1041679;217340
1041679;271320
724636;273765
354384;218395
354384;218414
354384;218419
354384;218438
354385;127006
356560;218450
356560;401562
593569;218419
593569;218438
726562;281275
726992;126371
419178;159646
419178;302312
1046198;220058
1046196;220057
1046196;220058
1046196;279224
1046196;280026
1046199;220083
413882;127003
354408;218568
365156;126371
365156;217663
365157;218077
365158;127234
727656;272539
767720;219911
354592;218419
729047;218404
729047;302312
727171;105789
729625;218691
719105;218658
719105;218660
719105;218661
719108;218658
719108;218661
719108;218665
719108;277825
728479;212257
728481;218656
719106;218661
719106;277820
719106;277825
728484;218658
728484;218660
728485;218662
728486;218490
728488;277820
1425132;218664
719109;218656
719109;218658
719109;218661
719109;218662
719109;277820
728490;218691
508727;126809
508727;212257
508727;218200
508727;218206
768025;219625
768025;219639
768025;219641
726506;126816
574141;151498
574141;219294
574141;278381
519026;158884
594335;218252
594336;218182
594336;218217
594336;218228
594336;218252
594336;218260
594336;218261
594336;273875
1567857;218252
419258;105846
516826;220030
419259;105846
516828;220030
516829;220030
516830;105846
516832;220030
419260;105846
516833;105846
419261;105846
516834;220030
516835;313100
516836;220030
516838;105846
516841;313100
757306;127005
1287026;127005
1287026;217422
1045139;273484
757333;278634
880611;219911
880610;219911
516481;126371
516481;217663
354671;219937
354672;127403
354672;219925
354672;219931
359384;219641
359384;219651
359384;279224
237931;126811
135999;126811
135999;126816
135999;126853
135999;159281
157790;126533
518258;218648
518259;218648
465198;273330
757344;271878
157792;105793
157792;105796
135983;105788
135983;105792
135983;105796
135983;217347
135983;217348
758336;313100
136000;212268
361455;212268
594393;282348
594392;159582
594392;219640
1471584;217429
758339;105789
129080;126303
354730;220365
354731;126782
1505864;159256
1619256;126800
1292633;218499
734600;218483
1606691;159259
734603;273845
991653;159259
884761;218401
990511;218200
734604;218207
991509;219796
883138;218496
459004;158584
1460163;158807
1460163;158808
990867;218228
991415;219931
734608;127036
1398149;271843
754317;219954
459007;218207
459007;273833
459007;273845
734609;212078
1292634;218481
734615;218483
387860;218200
387860;218204
387860;218216
387860;218304
387860;273845
1382720;1022235
1292635;218499
1515013;218495
734620;219921
734620;219925
734620;219930
1019638;273833
990873;218200
734621;218360
1263341;219930
868601;212045
1604212;218200
1661813;273768
734626;219954
994244;217663
883139;218496
1460345;126803
459010;127006
459012;105793
734554;127006
419262;105800
516845;105792
1558798;217347
516847;105792
516847;105796
1612905;105788
516850;217356
516853;217341
1558797;217359
1434802;217339
516855;105792
516855;105796
1540258;277266
396405;219686
396406;273928
396407;219690
396407;273911
396407;273929
877837;1010872
396438;273922
396439;219686
396439;273911
396439;273916
396439;273929
396440;219690
396440;273916
396441;277280
396442;218658
396442;218660
396442;218661
396442;218665
396442;218689
396442;277810
396442;277820
396443;219686
396444;273911
396444;273928
396445;273913
396445;273916
517019;398330
517024;398330
105307;105796
105310;105792
517041;105792
517043;276701
517048;217378
517050;105792
517052;105792
517053;281931
517062;398330
1478139;302432
419045;302432
1059016;159646
1059016;218434
728594;281275
759009;218261
759009;218263
758360;219090
1334926;281275
758366;218390
758366;281991
758367;127006
758375;218431
758376;219090
758378;218205
759011;218647
759011;218648
759011;218664
415815;217424
419241;105792
419241;105793
757264;302432
757265;302432
991331;281932
515904;217378
1568816;212062
1568816;212081
1296973;212062
1296973;218920
1296973;273577
757359;212061
757359;212081
