"E_CODE";"EcosystemName";"SpecCode";"Species";"autoctr";"EcosystemRefno";"Stockcode";"Status";"CurrentPresence";"Abundance";"LifeStage";"Remarks";"Entered";"Dateentered";"Modified";"Datemodified";"Expert";"Datechecked";"WebURL";"TS";"PROVINCE";"REALM"
260;"Gulf of Thailand";6449;"Cephalopholis microprion";80438;5222;6771;"native";"Present";NA;"adults";NA;14;1992-10-08;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6457;"Chromileptes altivelis";80439;5222;6779;"native";"Present";NA;"adults";NA;14;1992-10-13;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6459;"Epinephelus amblycephalus";80440;5222;6781;"native";"Present";NA;"adults";NA;14;1992-10-13;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6465;"Epinephelus coioides";80441;5222;6787;"native";"Present";NA;"adults";NA;14;1992-10-14;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6466;"Epinephelus corallicola";80442;37816;6788;"native";"Present";NA;"adults";NA;309;2001-10-23;NA;2001-10-23 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6468;"Epinephelus lanceolatus";80443;5222;6790;"native";"Present";NA;"adults";NA;14;1992-10-15;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6472;"Epinephelus ongus";80444;5222;6794;"native";"Present";NA;"adults";NA;14;1992-10-16;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6475;"Epinephelus quoyanus";80445;5222;6797;"native";"Present";NA;"adults";NA;14;1992-10-16;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6509;"Amphiprion ocellaris";80446;7247;6830;"native";"Present";NA;"adults";NA;65;1994-07-25;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6517;"Abudefduf bengalensis";80447;7247;6838;"native";"Present";NA;"adults";NA;65;1994-08-19;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6522;"Amphiprion frenatus";80448;7247;6843;"native";"Present";NA;"adults";NA;65;1994-07-25;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6562;"Parapercis cylindrica";209802;90102;6883;"native";"Present";NA;"adults";NA;2310;2013-05-21;NA;2013-05-21 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6625;"Sargocentron rubrum";80449;27370;6944;"native";"Present";NA;"adults";NA;14;1998-11-20;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6630;"Abudefduf vaigiensis";80450;7247;6950;"native";"Present";NA;"adults";NA;65;1994-09-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6632;"Amphiprion biaculeatus";80451;7247;6952;"native";"Present";NA;"adults";NA;34;1994-08-10;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6637;"Elates ransonnettii";80452;9790;6957;"native";"Present";NA;"adults";NA;3;1995-09-23;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6642;"Trixiphichthys weberi";80453;9804;6962;"native";"Present";NA;"adults";NA;10;1995-09-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6643;"Upeneus sundaicus";80454;9947;6963;"native";"Present";NA;"adults";NA;14;1995-11-09;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6666;"Chaetodon wiebeli";80455;4858;6986;"native";"Present";NA;"adults";NA;14;1992-12-02;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";6920;"Pomacentrus alexanderae";209704;90102;7241;"native";"Present";NA;"adults";NA;2310;2013-04-29;NA;2013-04-29 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7188;"Arothron immaculatus";80456;5170;7300;"native";"Present";NA;"adults";NA;14;1993-01-27;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7226;"Valenciennea muralis";80457;8527;7372;"native";"Present";NA;"adults";NA;14;1994-12-05;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7227;"Valenciennea sexguttata";80458;8527;7373;"native";"Present";NA;"adults";NA;14;1995-02-06;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7240;"Mahidolia mystacina";80459;4343;7406;"native";"Present";NA;"adults";NA;34;1994-05-06;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7270;"Eviota prasina";80460;5293;7449;"native";"Present";NA;"adults";NA;14;1993-03-17;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7297;"Brotula multibarbata";80461;34024;7588;"native";"Present";NA;"adults";NA;113;2000-10-24;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7299;"Brosmophyciops pautzkei";80462;34024;7599;"native";"Present";NA;"adults";NA;1472;2008-09-11;NA;2008-09-11 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7305;"Myripristis hexagona";80463;5300;7605;"native";"Present";NA;"adults";NA;14;1993-03-18;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7328;"Apocryptodon madurensis";80464;5218;7627;"native";"Present";NA;"adults";NA;14;1993-02-12;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7333;"Epinephelus bleekeri";80465;5222;7633;"native";"Present";NA;"adults";NA;14;1993-02-12;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7343;"Epinephelus erythrurus";80466;5222;7643;"native";"Present";NA;"adults";NA;14;1993-02-16;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7347;"Epinephelus heniochus";80467;5222;7647;"native";"Present";NA;"adults";NA;14;1993-02-16;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7487;"Scartelaos histophorus";80468;5218;7789;"native";"Present";NA;"adults";NA;14;1993-02-24;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7523;"Cynoglossus arel";80469;3391;7828;"native";"Present";NA;"adults";NA;3;1993-03-02;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7562;"Istiblennius dussumieri";80470;9962;7866;"native";"Present";NA;"adults";NA;14;1997-07-08;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7569;"Blenniella bilitonensis";80471;9962;7873;"native";"Present";NA;"adults";NA;14;1997-06-25;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7647;"Cynoglossus kopsii";80472;11974;7955;"native";"Present";NA;"adults";NA;14;1993-03-17;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7652;"Cynoglossus monopus";80473;5297;7960;"native";"Present";NA;"adults";NA;14;1993-03-18;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7701;"Aulacocephalus temminckii";80474;4326;8010;"native";"Present";NA;"adults";NA;34;1993-03-22;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7727;"Halicampus grayi";80475;5316;8037;"native";"Present";NA;"adults";NA;14;1993-03-29;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7729;"Hippichthys penicillus";80476;5316;8039;"native";"Present";NA;"adults";NA;2;1994-07-20;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7785;"Johnius amblycephalus";80477;9772;8095;"native";"Present";NA;"adults";NA;34;1995-09-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7895;"Cociella crocodilus";80478;3476;8206;"native";"Present";NA;"adults";NA;2;1994-07-18;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7938;"Sphyraena putnamae";80479;9768;8249;"native";"Present";NA;"adults";NA;113;1995-09-15;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7956;"Pristis zijsron";80480;9859;8267;"native";"Present";NA;"adults";NA;113;1995-10-13;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7966;"Deveximentum indicium";80481;5451;8277;"native";"Present";NA;"adults";NA;10;1993-04-24;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7971;"Rhinoptera javanica";80482;9916;8282;"native";"Present";NA;"adults";NA;113;1995-10-19;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";7977;"Paramonacanthus japonicus";80483;1602;8288;"native";"Present";NA;"adults";NA;14;1996-05-07;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8005;"Plesiops coeruleolineatus";80484;27772;8316;"native";"Present";NA;"adults";NA;14;1998-12-22;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8056;"Ophichthus apicalis";80485;1632;8365;"native";"Present";NA;"adults";NA;113;1996-01-08;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8055;"Pisodonophis boro";80486;7050;8366;"native";"Present";NA;"adults";NA;2;1994-03-21;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8054;"Pisodonophis cancrivorus";80487;1632;8367;"native";"Present";NA;"adults";NA;113;1996-01-08;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8084;"Gymnocranius elongatus";80488;2295;8394;"native";"Present";NA;"adults";NA;1;1990-11-10;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8086;"Amphiprion polymnus";80489;7247;8396;"native";"Present";NA;"adults";NA;65;1994-07-25;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8103;"Argyrops bleekeri";253425;124569;8414;"native";"Present";NA;"adults";NA;14;2021-07-30;NA;2021-07-30 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8119;"Saurida nebulosa";80490;3520;8430;"native";"Present";NA;"adults";NA;2;1994-08-29;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8123;"Asterorhombus intermedius";80491;11974;8434;"native";"Present";NA;"adults";NA;14;1996-09-10;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8167;"Plotosus canius";80492;3478;8478;"native";"Present";NA;"adults";NA;2;1994-07-15;2;2013-11-29 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8187;"Pampus chinensis";80493;3517;8500;"native";"Present";NA;"adults";NA;2;1994-08-29;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8191;"Pseudotriacanthus strigilifer";80494;9804;8504;"native";"Present";NA;"adults";NA;10;1995-09-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8194;"Zebrias quagga";80495;3505;8507;"native";"Present";NA;"adults";NA;2;1994-08-24;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8203;"Pastinachus sephen";80496;1632;8516;"native";"Present";NA;"adults";NA;2;1994-08-18;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8205;"Telatrygon zugei";128003;89055;8518;"native";"Present";NA;"adults";"Taken in commercial quantities.";14;2012-01-18;NA;2012-01-18 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8206;"Narcine timlei";80497;9912;8519;"native";"Present";NA;"adults";NA;113;1995-10-20;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8209;"Neopomacentrus cyanomos";80498;NA;8522;"native";"Present";NA;"adults";NA;97;2003-09-05;NA;2003-09-05 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8211;"Anoxypristis cuspidata";80499;9859;8524;"native";"Present";NA;"adults";NA;113;1995-10-12;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8235;"Brachypleura novaezeelandiae";80500;5999;8548;"native";"Present";NA;"adults";NA;14;1995-07-04;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8238;"Cynoglossus lingua";80501;5297;8551;"native";"Present";NA;"adults";NA;34;1993-08-17;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8239;"Dactyloptena macracantha";80502;27821;8552;"native";"Present";NA;"adults";NA;14;1999-01-18;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8240;"Dactylopus dactylopus";209989;90102;8553;"native";"Present";NA;"adults";NA;2310;2013-06-03;NA;2013-06-03 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8244;"Eupleurogrammus muticus";80503;6181;8557;"native";"Present";NA;"adults";NA;18;1993-11-24;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8260;"Gymnura poecilura";80504;9918;8573;"native";"Present";NA;"adults";NA;113;1995-10-18;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8262;"Hyporhamphus quoyi";80505;9843;8575;"native";"Present";NA;"adults";NA;3;1996-03-03;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8309;"Nibea soldado";80506;9772;8623;"native";"Present";NA;"adults";NA;3;1995-10-21;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8310;"Panna microdon";80507;9772;8624;"native";"Present";NA;"adults";NA;96;1995-10-02;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8312;"Brachirus orientalis";80508;9893;8626;"native";"Present";NA;"adults";NA;113;1995-11-14;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8313;"Hyporhamphus limbatus";80509;9843;8627;"native";"Present";NA;"adults";NA;3;1996-03-04;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8314;"Lepturacanthus savala";80510;6181;8628;"native";"Present";NA;"adults";NA;34;1993-08-24;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8409;"Pseudapocryptes elongatus";80511;7050;8723;"native";"Present";NA;"adults";NA;97;1996-08-28;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8413;"Tripodichthys blochii";80512;9804;8727;"native";"Present";NA;"adults";NA;10;1995-09-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8414;"Periophthalmodon schlosseri";80513;49729;8728;"native";"Present";NA;"adults";NA;97;1996-08-28;113;2003-11-24 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8421;"Bregmaceros mcclellandi";80514;51961;8735;"misidentification";"Absent";NA;"adults";"Recorded from Ref. 51961, but probably a misidentification (Ref. 114229).";14;2005-02-17;14;2017-02-09 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8469;"Kumococius rodericensis";80515;9790;8783;"native";"Present";NA;"adults";NA;3;1995-09-24;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8491;"Sillago aeolus";80516;6205;8805;"native";"Present";NA;"adults";NA;34;1993-10-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8496;"Sillago asiatica";80517;6205;8810;"native";"Present";NA;"adults";NA;34;1993-10-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8503;"Helcogramma chica";80518;13227;8817;"native";"Present";NA;"adults";NA;2;1998-03-13;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8518;"Sillago ingenuua";80519;6205;8832;"native";"Present";NA;"adults";NA;34;1993-10-27;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8520;"Sillago intermedia";80520;6205;8834;"native";"Present";NA;"adults";NA;34;1993-10-27;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8567;"Eupleurogrammus glossodon";80521;6181;8882;"native";"Present";NA;"adults";NA;18;1993-11-25;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8729;"Rhina ancylostomus";80522;9915;9051;"native";"Present";NA;"adults";NA;113;1995-10-13;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8731;"Glaucostegus granulatus";80523;9909;9053;"native";"Present";NA;"adults";NA;113;1995-10-18;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";8999;"Zebrias zebra";80524;9893;9320;"native";"Present";NA;"adults";NA;113;1995-11-14;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";9243;"Cynoglossus trulla";80525;5297;9565;"native";"Present";NA;"adults";NA;1;1994-03-30;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";9978;"Oxyurichthys microlepis";80526;7050;10301;"native";"Present";NA;"adults";NA;97;1996-08-28;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10120;"Aetomylaeus nichofii";80527;6871;10443;"native";"Present";NA;"adults";NA;1;1994-05-10;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10224;"Neopomacentrus anabatoides";80528;7247;10547;"native";"Present";NA;"adults";NA;65;1994-08-30;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10309;"Grammoplites scaber";80529;5999;10632;"native";"Present";NA;"adults";NA;2;1994-05-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10310;"Sorsogona tuberculata";80530;5999;10633;"native";"Present";NA;"adults";NA;2;1994-05-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10335;"Inegocia japonica";80531;9790;10658;"native";"Present";NA;"adults";NA;3;1995-09-24;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10336;"Suggrundus macracanthus";80532;9790;10659;"native";"Present";NA;"adults";NA;3;1995-09-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10352;"Chaetodon decussatus";80534;4855;10675;"native";"Present";NA;"adults";NA;2;1994-05-31;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10366;"Lepidotrigla spiloptera";80535;9771;10688;"native";"Present";NA;"adults";NA;97;1995-09-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10527;"Sirembo jerdoni";80536;34024;10849;"native";"Present";NA;"adults";NA;1472;2008-09-11;NA;2008-09-11 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10528;"Cottapistus cottoides";209431;37773;10850;"native";"Present";NA;"adults";NA;14;2013-04-22;NA;2013-04-22 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10570;"Triacanthus nieuhofii";80537;9804;10893;"native";"Present";NA;"adults";NA;10;1995-09-26;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10612;"Bleekeria viridianguilla";80539;39393;10935;"native";"Present";NA;"adults";"Museum: KUFM 1307.";14;2001-08-21;NA;2001-08-21 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10616;"Filimanus xanthonema";80540;9685;10939;"native";"Present";NA;"adults";NA;14;1995-08-10;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10619;"Pennahia pawak";80541;9772;10942;"native";"Present";NA;"adults";NA;96;1995-10-02;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";10747;"Batrachomoeus trispinosus";80542;7050;11070;"native";"Present";NA;"adults";NA;97;1996-05-23;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";11174;"Gladiogobius ensifer";80543;559;11499;"native";"Present";NA;"adults";NA;113;1998-06-01;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";11701;"Congresox talabon";80544;7050;12027;"native";"Present";NA;"adults";NA;2;1994-07-08;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";11739;"Plicofollis argyropleuron";80545;1632;12065;"native";"Present";NA;"adults";NA;113;1996-01-09;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";11740;"Netuma bilineata";80546;7050;12066;"native";"Present";NA;"adults";NA;2;1994-07-14;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";11808;"Ichthyocampus carce";80547;5316;12133;"native";"Present";NA;"adults";NA;2;1994-07-20;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";11984;"Aspericorvina jubata";80548;9772;12310;"native";"Present";NA;"adults";NA;18;1994-08-05;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";12051;"Johnius trachycephalus";80549;9772;12377;"native";"Present";NA;"adults";NA;18;1994-08-06;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";12055;"Nibea semifasciata";80550;4537;12381;"native";"Present";NA;"adults";NA;18;1994-08-06;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";12459;"Neopomacentrus filamentosus";80551;7247;12787;"native";"Present";NA;"adults";NA;65;1994-08-31;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";12476;"Pomacentrus adelus";80552;7247;12805;"native";"Present";NA;"adults";NA;65;1994-09-01;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";12488;"Pomacentrus cuneatus";80553;11292;12817;"native";"Present";NA;"adults";NA;14;1996-09-12;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
260;"Gulf of Thailand";12578;"Glaucostegus thouin";80554;9909;12923;"native";"Present";NA;"adults";NA;113;1995-10-18;1;2001-11-16 00:00:00;NA;NA;NA;NA;"Sunda Shelf";"Central Indo-Pacific"
